1696582210134680205	0	6
1696582210134692525	3	4
1696582210134728750	2	4
1696582210134739502	3	1
1696582210134756462	3	0
1696582210134763022	1	6
1696582210134783598	2	5
1696582210138820460	2	2
1696582210142401735	2	2
1696582210146907977	1	9
1696582210152255601	5	7
1696582210156857779	4	3
1696582210161836249	1	4
1696582210166852798	1	2
1696582210171876260	2	3
1696582210176843369	3	2
1696582210181851342	0	1
1696582210186866356	1	1
1696582210191862073	6	1
1696582210196861023	4	2
1696582210201910245	1	0
1696582210206852106	3	4
1696582210211898831	4	0
1696582210216863636	3	2
1696582210221840442	6	4
1696582210226841247	2	8
1696582210231857093	4	6
1696582210236864266	5	1
1696582210241917296	1	3
1696582210246976310	0	1
1696582210252016412	2	6
1696582210256927584	2	1
1696582210261983398	0	2
1696582210267023212	2	4
1696582210272084786	3	5
1696582210277761692	4	1
1696582210282093245	4	2
1696582210286870048	4	3
1696582210291859142	3	1
1696582210296859179	2	1
1696582210301853873	4	3
1696582210306854102	5	4
1696582210311859451	2	1
1696582210316879457	3	5
1696582210321877030	3	3
1696582210326889260	1	1
1696582210332015474	2	2
1696582210336837654	2	3
1696582210341934237	1	1
1696582210346987010	3	5
1696582210351977192	4	5
1696582210356935341	3	0
1696582210361977075	3	1
1696582210366836663	2	3
1696582210371952157	0	2
1696582210376954147	0	0
1696582210382209258	2	1
1696582210386975278	3	1
1696582210391992979	3	4
1696582210396838552	1	3
1696582210401832189	1	4
1696582210406981443	2	1
1696582210412119914	5	3
1696582210417015567	2	1
1696582210421943635	4	2
1696582210426953785	2	1
1696582210431963454	1	4
1696582210436962276	0	2
1696582210441968233	1	0
1696582210446958863	2	2
1696582210451868659	4	1
1696582210456898905	6	3
1696582210461979871	1	6
1696582210466997477	2	2
1696582210472054538	2	0
1696582210477014224	1	2
1696582210482041621	1	0
1696582210487013850	3	1
1696582210492081216	4	2
1696582210496978309	3	2
1696582210501973610	0	1
1696582210506995184	5	5
1696582210511975221	1	5
1696582210517022971	1	5
1696582210521995584	3	1
1696582210526837444	3	1
1696582210531821898	0	7
1696582210537012305	3	7
1696582210542018422	3	5
1696582210547010939	1	3
1696582210551956800	4	1
1696582210556991718	2	2
1696582210561833226	5	1
1696582210567029457	6	2
1696582210571976918	3	5
1696582210576953340	5	2
1696582210581939265	2	1
1696582210586811877	1	4
1696582210591822955	1	5
1696582210596985361	4	0
1696582210602000151	3	2
1696582210607021085	1	3
1696582210611972802	3	2
1696582210616835878	1	0
1696582210621977997	5	2
1696582210626958962	1	5
1696582210631978071	5	6
1696582210636967581	5	2
1696582210642009122	4	4
1696582210646978280	5	2
1696582210652007693	5	2
1696582210657012243	4	3
1696582210661821591	8	0
1696582210666864253	2	4
1696582210671969667	1	2
1696582210677070057	5	2
1696582210681998734	5	5
1696582210687006195	4	1
1696582210691983769	2	2
1696582210696931390	0	2
1696582210701832866	6	3
1696582210706987145	0	0
1696582210711959182	6	0
1696582210717005300	3	1
1696582210721995033	4	1
1696582210726807613	6	3
1696582210731967172	5	3
1696582210736969513	4	0
1696582210741959439	1	5
1696582210747265366	0	4
1696582210751951449	1	3
1696582210756833150	5	5
1696582210762009157	3	3
1696582210767290636	1	5
1696582210772034512	0	2
1696582210776955540	3	6
1696582210782008186	3	6
1696582210786842430	3	1
1696582210792087398	2	7
1696582210796997034	2	7
1696582210802013680	1	1
1696582210807005557	0	0
1696582210812004731	3	7
1696582210817102913	2	7
1696582210822005414	2	2
1696582210827021451	1	4
1696582210831994480	3	1
1696582210836981206	3	4
1696582210841960539	1	5
1696582210846956512	6	4
1696582210852105767	3	2
1696582210856986027	2	5
1696582210861943729	4	1
1696582210866915222	5	1
1696582210871923739	3	1
1696582210876822240	0	1
1696582210882013735	1	3
1696582210886999564	1	3
1696582210891987665	0	2
1696582210896974935	1	1
1696582210901990588	0	6
1696582210906980866	0	11
1696582210911993223	2	3
1696582210916982605	0	6
1696582210921954610	0	7
1696582210926971095	2	0
1696582210931917020	1	2
1696582210936841121	2	2
1696582210941962599	1	4
1696582210946825900	2	5
1696582210951971826	2	4
1696582210957016888	3	1
1696582210962010718	1	4
1696582210966981571	3	3
1696582210971953640	2	1
1696582210976933677	1	2
1696582210981824626	1	1
1696582210986831287	5	4
1696582210992013854	6	1
1696582210996997283	3	0
1696582211001987721	0	1
1696582211006960206	7	1
1696582211011931155	5	0
1696582211017007257	2	0
1696582211021937790	1	3
1696582211027004804	4	4
1696582211031810856	2	1
1696582211037002895	1	1
1696582211041958228	1	1
1696582211047023610	2	6
1696582211051978623	1	8
1696582211056989316	1	5
1696582211061988266	2	2
1696582211067028368	0	2
1696582211071905364	0	2
1696582211077001690	2	1
1696582211082078528	2	3
1696582211087009893	1	1
1696582211091946762	6	2
1696582211097006352	4	0
1696582211101953621	0	1
1696582211106927930	0	1
1696582211111848703	0	1
1696582211116843428	2	5
1696582211122019947	1	1
1696582211126942640	2	7
1696582211131953749	1	1
1696582211137010299	1	1
1696582211141863584	2	1
1696582211146829957	3	2
1696582211151916651	1	0
1696582211156867248	3	0
1696582211161955990	4	0
1696582211166828122	1	5
1696582211171973409	5	5
1696582211176992935	5	3
1696582211181995468	2	0
1696582211186981361	0	2
1696582211191970455	2	4
1696582211196935964	0	1
1696582211201968833	3	2
1696582211206798374	3	3
1696582211211955564	1	5
1696582211217001074	2	4
1696582211221984727	2	2
1696582211226951900	5	3
1696582211231944738	3	4
1696582211236872391	2	3
1696582211241970189	3	3
1696582211246910162	1	4
1696582211251788054	1	3
1696582211256968989	2	0
1696582211261969699	3	5
1696582211266991816	0	6
1696582211272008974	0	1
1696582211276979699	0	4
1696582211282016441	5	1
1696582211286877533	4	1
1696582211292003715	6	3
1696582211296973289	3	1
1696582211301952270	3	2
1696582211306801170	5	4
1696582211311940505	4	6
1696582211316986270	1	6
1696582211321953636	4	6
1696582211326961961	3	3
1696582211331923534	3	5
1696582211336947284	6	9
1696582211341919257	6	3
1696582211346924446	1	1
1696582211351862275	6	4
1696582211356902057	0	1
1696582211361934255	4	1
1696582211366805331	0	2
1696582211371929786	1	4
1696582211376964831	1	4
1696582211381993925	0	5
1696582211386977610	4	3
1696582211391960879	1	3
1696582211396972949	1	7
1696582211401925850	4	5
1696582211406971072	3	4
1696582211411895429	2	3
1696582211416990219	3	3
1696582211421805391	3	2
1696582211426982358	4	1
1696582211431930715	3	2
1696582211436893408	7	3
1696582211441922757	0	6
1696582211446936587	4	1
1696582211451797551	1	1
1696582211456933366	3	0
1696582211461941979	0	2
1696582211466982241	3	0
1696582211471892582	5	3
1696582211476888683	1	4
1696582211481872912	1	4
1696582211486958294	3	3
1696582211491930076	2	1
1696582211496779936	1	1
1696582211501943751	6	0
1696582211506985100	1	2
1696582211511969330	3	5
1696582211516972855	2	2
1696582211521967421	3	4
1696582211527070787	5	2
1696582211531954887	3	1
1696582211536917868	2	4
1696582211541797393	4	2
1696582211546965016	2	6
1696582211551994493	0	1
1696582211556992003	3	0
1696582211561980392	6	2
1696582211567025230	0	1
1696582211571982515	4	1
1696582211576935352	2	3
1696582211582037790	4	0
1696582211586982723	2	3
1696582211591963144	5	1
1696582211596968942	2	3
1696582211601802994	0	4
1696582211606960281	0	1
1696582211611932030	3	0
1696582211616910627	0	0
1696582211621893416	0	1
1696582211626964974	1	1
1696582211631799827	2	5
1696582211636982521	5	2
1696582211641926654	0	2
1696582211646912036	6	1
1696582211651942217	5	2
1696582211656899886	4	0
1696582211661798483	1	1
1696582211667552286	3	4
1696582211671975743	2	1
