t,ang acc x,ang acc y,ang acc z,ang vel x,ang vel y,ang vel z,quat x,quat y,quat z,quat w,acc x,acc y,acc z,vel x,vel y,vel z,pos x,pos y,pos z,mot 1,mot 2,mot 3,mot 4,dmot 1,dmot 2,dmot 3,dmot 4,vbat
0.00500000000000000010408341,-2.1540854293384086304286,1.78886192840558178041022,-0.777139567605512504577803,-0.0362493982823743135512906,0.294909858185973428046367,0.0190002547043632459555784,-0.00211240646466903658762249,-0.0155612197838795093124409,-0.054514422854094746195841,0.998389471214523593900481,0.209606859394565636645069,-0.019940463899824012461437,11.3630248460992557824056,-0.108663061805283206462391,-0.0398920772996685726874411,0.835904824540189661519207,-1.19098473532376791794718,0.261357569630379926728381,0.186968068741157456003066,1162.69327459007581637707,1184.81511783287714933977,1203.69693367347963430802,1130.59806452735210768878,180.483951774749613150561,-1468.38129062743996655627,-369.134401404699076465477,-1462.00701650541327580868,163.673273735972202302946
0.00749999999999999972244424,-2.62607194774470276144029,2.35837918023029802228052,-0.614813797404742290453328,-0.0459278393246845273445444,0.299034676566631518745965,0.0161644206385137163828336,-0.00219214748790931210353783,-0.0150861722171990661478524,-0.0545041463273012866119771,0.998396842186774491345602,0.200130484628466137619895,-0.0214388781265756681038148,11.3544969141529055178808,-0.109608097627242204175069,-0.0399452591101460974254422,0.839505118218404677854494,-1.19133034306535767754553,0.261299017675435896190805,0.18905176189104605510849,1163.14448446951269033889,1181.14416460630854999181,1202.77409766996788675897,1126.9430469860885750677,85.2186171502125944243744,-1713.0208037767715723021,-489.130315854299624334089,-1388.78062945582314569037,163.681788031522501114523
0.0100000000000000002081668,-2.92730267690810341818519,3.08547813224159783729306,-0.363841202793646956159535,-0.0582548423329540265847015,0.306358009928231811436206,0.0139118143700562978820612,-0.00227180305288363039092903,-0.0146143106862821649249984,-0.0544875509140458971768517,0.998404437761318597210902,0.190774470467129336759271,-0.0229012815906484840100532,11.3457458983944281527556,-0.11055592283429953315288,-0.0400019325755743698769251,0.843119738690731979069426,-1.19167531677047833227334,0.261243741104919824369546,0.191137008777520961411156,1163.11936767582687934919,1176.25001381399329147825,1201.25128209420813618635,1123.65416138007299196033,-113.004756410828093748933,-1815.29554509393119587912,-620.998501075700801266066,-996.932720203721828511334,163.6914046934548707668
0.0125000000000000006938894,-2.98856610759131902099739,3.65389492035641305633931,-0.140969232171113484364255,-0.066615011047717651027078,0.315111051718895474049731,0.0135978974272316557175833,-0.00234997029335027619867393,-0.0141529695730015312588046,-0.0544642717835972789419685,0.99841214116590648597338,0.181722485013287415878125,-0.0242712555530852705509837,11.3366454642547456188595,-0.111494501057077810557416,-0.0400607077422279814205019,0.846755331669623134693836,-1.19201991074934166014998,0.261191619510630690381703,0.1932269254097127852976,1162.57946068745854972803,1172.06768688083889173868,1199.6691051645893821842,1121.95838338506996478827,-322.873955310933581586141,-1630.4599871623397575604,-684.31796205727562210086,-461.701207564738126620796,163.69892109410412217585
0.0149999999999999994448885,-2.9313041520111711157881,4.09851899402373565095559,0.0533614539050412950427216,-0.0718679267008849598230569,0.326656410050509160569732,0.0144931998309049941270343,-0.00242627694610802547084405,-0.0137017509354083466543983,-0.0544325773634814630286272,0.99842002345681868380467,0.172987804364180874916457,-0.025523720504751618715078,11.3270552237084096702802,-0.112424589988214390645638,-0.0401218038487969330674332,0.850415019241959835305522,-1.19236510245778259964311,0.261142502767240547445482,0.195323399616493226238489,1161.50499789927221172547,1168.09771387818159382732,1197.82969228392175864428,1121.34565534224930161145,-582.609872568354944633029,-1639.38654499120252694411,-842.255078321613723346672,-50.1577497906055143062076,163.705925445105123117173
0.0175000000000000016653345,-2.81043546875509830940132,4.42250166521077581194277,0.217532600355398508806815,-0.0763760880607861625257726,0.34225453713228548568992,0.0159460824197912506838826,-0.00249958619879887562059695,-0.0132579308054530213556443,-0.0543939185795406163204113,0.998428023863140889915258,0.164533113883564674484461,-0.0266185169847958438826829,11.3168248866334693047975,-0.113350588302733978895986,-0.0401842593431415151528086,0.854099080690701173423918,-1.19271189588988213436949,0.261094947764335449935658,0.197427214919162791195717,1159.66641132461677443644,1163.87075415588287796709,1195.45782977298131299904,1121.70759463611693718121,-749.643819990842416700616,-1429.92890692157720877731,-870.93179829712414630194,279.413424191216051895026,163.713744778389866496582
0.0200000000000000004163336,-2.69255055095593354153038,4.50517044278682821101256,0.283667406481707573551176,-0.0804952706325344630178265,0.355168068566436401223285,0.0171942475298616642698235,-0.0025694527343055242191161,-0.0128219555082168326642922,-0.0543502023197048322877833,0.998436016715556706735413,0.156396126373820415489391,-0.0275284009322477180026212,11.3057994435366051533265,-0.114271361917318001188981,-0.0402469490171773885966999,0.857805744474999132265225,-1.19305972492032452692001,0.261047105774879995010451,0.199540754901804229248796,1157.75677879931799907354,1160.94806934357370664657,1193.47503329243613734434,1122.74272246320538215514,-819.600998423402870685095,-1022.42320143063852810883,-762.308884185995680127235,514.772857356820395580144,163.719777776207280339804
0.0224999999999999991673327,-2.54038948373557538218392,4.42083605753708397401169,0.273679491049669598723426,-0.0864155518334661087997972,0.3667535399902461801247,0.0183803576936935712804466,-0.00263585565788082999000297,-0.0123928509646951488104571,-0.0543025745672635132277328,0.99844393451343915746321,0.14858466922356799999605,-0.0282402335615453692341248,11.293828525898701897745,-0.115188219615675588314296,-0.040308230926801247306912,0.861530044460378507942266,-1.19340784468486749148042,0.260997372867210974956009,0.201666510787504166257733,1155.56840633249976235675,1158.75863814872968760028,1191.6462853520513363037,1124.28145892290103802225,-904.496536797296130316681,-747.305415371511003286287,-689.021971148031184384308,659.247135753639554422989,163.725316210460817956118
0.0250000000000000013877788,-2.32791050206616789708391,4.23940273499512709776127,0.206017875571243708199276,-0.0938295762328027888043991,0.376905807191662667321452,0.019316665231000482855217,-0.00269955638846923950610601,-0.0119597546487902797046621,-0.0542493277937030615731828,0.998451987192923051672722,0.140885801387083592350891,-0.0287748116891084829149783,11.2807763797978353181861,-0.116119698648936883755844,-0.0403670366699941940424878,0.865261996466722971277363,-1.19375643082506188719094,0.260945327507423052715296,0.203805478864500011493277,1153.23429611533151728509,1157.2115422667161510617,1190.02992343669598085398,1126.03895814197358049569,-950.183892399536262018955,-465.949660155547348949767,-591.262013356617785575509,712.045906898310818178288,163.730450228756922115281
0.0275000000000000001387779,-2.01335235326078487716472,3.99602367059943919258558,0.0819525817183549137867615,-0.10162575131980106091234,0.385451635455447305655952,0.01979249566568149626411,-0.00276107346707940484037413,-0.0115118656094428291336573,-0.0541898822540617525200801,0.998460325352052535663461,0.1330887519998755763595,-0.0291521568535873625005461,11.2665247052554420292836,-0.117084356253364760269697,-0.0404215629409117316317435,0.868989405879029064294627,-1.19410583308620021902868,0.260890631598894306986125,0.205958183808118949764676,1150.81748687050207990978,1156.4288898479519502871,1188.68997528526824680739,1127.84168845739259268157,-1062.77349119468499338836,-182.298496277871976189999,-541.574122952215702753165,759.240122614164988590346,163.735104093978918626817
